freeway,direction,lane_type,flow,occupancy,region,temperature,windspeed,weathercode,incident_type,severity,speed
80,W,FR,114,0.237,Fremont,18.8,7.5,1,none,low,39.0
80,W,FR,477,0.106,San Jose,23.2,4.4,1,roadwork,none,42.9
101,S,OR,76,0.02,Oakland,16.2,13.0,3,roadwork,none,28.2
880,S,HOV,420,0.049,San Francisco,22.4,10.2,3,none,high,70.7
101,W,ML,173,0.048,Fremont,28.1,16.4,4,accident,high,49.8
280,E,ML,455,0.059,Fremont,28.4,10.4,3,roadwork,low,65.2
101,N,FR,377,0.038,San Francisco,14.1,5.7,5,none,low,32.0
880,N,ML,437,0.145,San Jose,10.2,1.6,2,none,low,19.4
680,E,HOV,457,0.036,San Francisco,18.4,12.2,4,none,medium,22.2
880,W,HOV,265,0.261,San Jose,29.3,8.6,4,roadwork,high,29.1
880,W,FR,148,0.281,Oakland,16.7,17.3,2,congestion,high,62.6
101,E,HOV,178,0.085,Fremont,10.6,11.9,4,congestion,low,23.3
880,E,FR,115,0.212,Oakland,27.9,8.6,3,roadwork,medium,35.2
101,W,ML,424,0.065,San Jose,10.7,18.9,4,accident,low,35.8
101,W,HOV,471,0.073,Oakland,29.8,16.3,0,accident,none,10.5
101,N,ML,493,0.131,Oakland,20.2,7.5,0,roadwork,high,17.1
280,S,OR,87,0.256,Fremont,17.5,19.1,2,congestion,high,21.9
101,E,HOV,182,0.174,Oakland,16.0,7.2,5,congestion,high,64.6
101,W,OR,207,0.178,Oakland,19.1,2.8,4,accident,none,74.2
80,W,ML,247,0.077,Fremont,20.2,19.4,1,congestion,high,63.6
880,W,ML,277,0.207,Fremont,24.8,10.0,0,none,low,29.6
280,N,HOV,29,0.065,San Jose,26.1,5.4,2,roadwork,high,13.4
280,S,OR,122,0.272,Oakland,14.1,6.9,1,accident,low,47.2
880,S,OR,188,0.295,Oakland,21.6,6.7,5,congestion,medium,70.1
80,S,HOV,349,0.206,Oakland,22.1,19.1,2,none,low,58.7
680,E,OR,444,0.202,San Jose,19.6,7.2,4,congestion,low,71.2
680,N,HOV,253,0.049,San Francisco,16.7,18.2,0,roadwork,high,64.2
80,N,ML,103,0.171,San Jose,12.6,12.7,3,none,medium,16.2
101,S,ML,500,0.204,Oakland,17.1,15.8,0,roadwork,low,47.4
680,E,OR,477,0.129,San Jose,22.5,17.1,4,roadwork,none,57.4
680,W,FR,81,0.246,Oakland,27.0,18.1,0,congestion,high,17.4
280,N,FR,131,0.246,Oakland,14.6,8.9,1,accident,high,16.4
80,S,OR,88,0.034,Fremont,27.0,17.7,4,congestion,none,71.1
280,E,ML,195,0.276,San Francisco,16.4,1.0,0,roadwork,medium,44.6
80,W,OR,256,0.142,San Jose,27.4,1.5,1,roadwork,none,70.5
101,S,ML,451,0.294,San Jose,15.9,16.9,0,congestion,high,22.7
880,N,HOV,282,0.212,San Jose,22.4,5.8,1,congestion,high,16.6
80,S,ML,443,0.136,San Francisco,19.1,9.9,4,congestion,high,43.0
101,S,ML,147,0.15,Fremont,11.8,15.7,0,congestion,medium,47.7
880,N,ML,406,0.125,San Francisco,15.2,15.5,2,none,none,30.8
880,W,FR,343,0.187,San Francisco,15.1,17.8,5,accident,low,29.4
880,W,HOV,177,0.064,San Francisco,17.3,8.1,5,none,low,41.5
680,W,ML,190,0.158,San Jose,17.1,9.2,4,roadwork,low,66.3
680,S,ML,293,0.117,San Jose,15.3,17.6,0,accident,low,49.0
880,W,HOV,48,0.234,Oakland,19.1,14.4,1,roadwork,medium,64.2
101,N,FR,169,0.071,San Francisco,13.7,4.2,4,roadwork,medium,14.7
680,S,HOV,441,0.223,San Francisco,11.3,12.1,2,accident,high,47.3
880,S,ML,457,0.2,Fremont,11.9,2.0,5,congestion,high,52.3
880,E,FR,404,0.018,San Jose,17.6,7.8,0,roadwork,none,31.0
80,S,OR,402,0.216,San Jose,15.9,7.4,2,congestion,none,52.8
101,E,ML,76,0.281,San Jose,21.7,3.9,5,accident,medium,38.2
101,E,ML,101,0.24,Oakland,20.5,9.0,1,roadwork,none,11.0
680,S,FR,437,0.198,Oakland,18.9,4.5,1,congestion,high,51.3
680,E,OR,411,0.247,Fremont,15.3,1.5,2,congestion,medium,25.2
680,S,OR,207,0.041,San Francisco,19.3,12.3,0,none,low,40.2
880,W,OR,15,0.181,San Jose,27.3,2.7,2,congestion,low,30.6
280,S,ML,189,0.068,Fremont,11.6,10.3,2,congestion,medium,36.1
880,S,FR,247,0.068,San Francisco,16.7,4.1,5,none,medium,35.0
880,W,OR,178,0.225,Fremont,22.1,14.6,0,congestion,low,65.4
280,N,HOV,462,0.179,Fremont,13.0,17.6,1,roadwork,none,13.5
80,N,HOV,315,0.054,Fremont,14.8,16.6,0,roadwork,low,59.3
101,W,HOV,451,0.217,Oakland,18.7,6.6,4,accident,none,10.1
80,N,FR,180,0.284,San Francisco,15.4,3.2,2,none,high,69.7
880,E,OR,463,0.101,San Jose,28.7,1.4,3,accident,high,61.1
80,W,FR,174,0.081,Oakland,10.3,7.2,4,accident,none,29.1
280,W,HOV,15,0.279,Oakland,20.0,4.1,0,roadwork,high,42.8
880,W,ML,390,0.17,San Jose,23.5,17.3,4,none,medium,11.0
880,W,ML,301,0.097,Oakland,23.0,17.8,3,none,high,64.8
101,N,FR,19,0.11,San Jose,29.0,8.5,3,congestion,medium,64.4
680,E,ML,97,0.286,San Jose,17.0,1.2,3,accident,medium,10.5
280,W,FR,489,0.016,San Francisco,23.1,17.2,1,roadwork,medium,49.1
880,E,ML,49,0.068,San Francisco,16.7,9.4,3,accident,none,57.8
101,W,FR,388,0.257,Oakland,20.3,9.5,2,roadwork,high,73.3
280,E,ML,242,0.282,San Jose,28.7,4.4,1,accident,medium,56.7
880,S,OR,12,0.216,Oakland,12.2,6.4,1,roadwork,none,61.6
880,S,OR,153,0.086,San Francisco,13.7,14.8,3,accident,medium,29.4
680,S,FR,158,0.205,San Francisco,29.3,6.7,0,roadwork,medium,62.1
101,N,ML,198,0.25,San Francisco,28.4,19.6,0,none,high,26.6
101,E,FR,116,0.119,San Francisco,22.1,15.6,3,roadwork,low,37.0
880,N,ML,28,0.297,Fremont,10.4,9.3,2,congestion,medium,68.3
680,W,FR,477,0.199,Oakland,27.8,12.8,0,congestion,low,39.9
680,E,ML,370,0.15,Oakland,23.6,0.6,4,roadwork,none,13.9
680,N,OR,204,0.068,San Jose,24.8,14.3,5,roadwork,low,17.0
80,S,FR,227,0.203,Fremont,10.2,17.7,5,roadwork,none,19.3
280,N,HOV,256,0.154,San Jose,17.8,8.7,5,roadwork,medium,34.7
280,W,FR,349,0.225,Fremont,25.3,15.5,2,congestion,high,65.2
80,N,FR,55,0.229,San Francisco,25.7,8.6,5,congestion,medium,68.5
80,S,FR,194,0.16,San Francisco,24.2,3.7,4,roadwork,low,31.2
680,W,FR,96,0.062,San Francisco,13.7,7.4,3,none,medium,43.5
280,W,FR,426,0.273,Oakland,10.1,13.3,5,accident,none,33.5
101,W,OR,369,0.107,San Jose,15.2,2.9,2,roadwork,none,35.6
680,E,ML,281,0.143,Fremont,18.6,4.1,4,congestion,medium,36.6
680,E,OR,375,0.18,Oakland,10.2,3.7,1,roadwork,none,71.3
680,N,HOV,442,0.152,Fremont,26.3,1.3,4,roadwork,low,71.6
280,N,OR,293,0.09,San Francisco,12.9,18.9,5,accident,medium,28.1
80,N,HOV,283,0.034,San Francisco,22.7,4.3,0,congestion,none,31.0
101,W,HOV,486,0.252,San Jose,23.6,13.4,5,roadwork,none,44.5
280,W,HOV,418,0.031,San Francisco,25.1,18.8,1,congestion,medium,28.0
880,N,ML,410,0.26,Oakland,10.4,7.6,3,accident,low,57.3
101,S,FR,402,0.089,Fremont,28.1,10.0,5,accident,medium,28.7
680,S,ML,204,0.133,San Jose,16.3,8.6,0,none,low,70.2
101,W,OR,346,0.296,San Jose,16.7,12.8,4,none,medium,19.1
880,N,FR,182,0.075,San Jose,16.7,7.5,1,roadwork,none,10.9
80,E,FR,299,0.128,Fremont,13.2,11.1,1,roadwork,none,33.8
101,E,OR,396,0.285,Oakland,13.6,0.1,0,accident,medium,68.8
680,N,HOV,301,0.077,San Jose,28.0,4.3,2,none,medium,64.3
101,W,ML,120,0.107,Fremont,25.9,2.2,2,none,none,55.1
280,S,HOV,420,0.07,Oakland,28.4,7.6,4,accident,medium,35.7
680,S,ML,79,0.044,San Jose,20.2,15.9,1,roadwork,medium,38.1
80,W,HOV,54,0.224,San Jose,14.5,15.8,0,accident,medium,31.9
880,S,HOV,99,0.276,Oakland,23.5,1.0,5,none,none,45.6
880,E,ML,335,0.05,San Jose,10.7,15.0,3,none,medium,17.0
80,S,FR,108,0.277,Fremont,28.2,12.9,5,accident,high,18.0
680,N,ML,330,0.125,San Jose,25.0,1.9,0,roadwork,high,13.6
80,N,HOV,485,0.144,Fremont,14.1,9.4,0,roadwork,high,74.1
80,S,ML,465,0.237,San Francisco,14.8,11.3,4,none,low,23.9
880,N,ML,18,0.146,Fremont,21.3,18.2,3,roadwork,low,71.8
680,E,OR,41,0.027,San Francisco,27.4,19.2,1,accident,none,53.3
680,E,ML,54,0.171,Oakland,23.5,11.3,0,accident,high,37.9
880,S,ML,201,0.093,San Jose,15.3,10.6,4,accident,low,54.6
101,W,ML,480,0.149,Oakland,25.5,2.2,5,congestion,medium,33.8
680,S,OR,410,0.041,San Jose,24.1,8.7,0,roadwork,none,44.5
280,N,HOV,230,0.098,Fremont,12.6,16.6,5,accident,medium,10.7
80,S,OR,168,0.252,San Jose,29.1,9.5,4,none,none,47.5
880,E,HOV,175,0.072,Fremont,16.9,1.2,5,accident,none,39.4
280,E,HOV,112,0.141,San Jose,20.1,11.1,5,congestion,medium,72.7
680,W,HOV,471,0.252,San Francisco,28.7,5.3,0,roadwork,medium,56.0
101,S,HOV,159,0.134,Fremont,22.3,2.9,3,accident,medium,63.8
680,W,HOV,443,0.268,San Francisco,15.6,14.6,2,congestion,low,55.2
680,E,OR,407,0.298,Fremont,12.2,4.3,4,accident,medium,20.4
680,N,FR,162,0.022,San Francisco,13.9,14.8,0,roadwork,low,22.7
280,S,OR,176,0.025,San Francisco,19.5,12.6,5,roadwork,high,39.3
280,N,FR,24,0.014,Oakland,21.5,11.9,5,accident,none,48.7
680,N,ML,193,0.146,San Jose,18.5,7.4,0,accident,none,55.6
101,E,HOV,352,0.278,San Jose,10.4,18.8,3,accident,medium,70.9
101,N,HOV,294,0.14,San Jose,23.3,13.4,4,roadwork,low,19.9
101,W,FR,223,0.258,Oakland,18.7,3.0,3,congestion,low,59.6
101,E,HOV,336,0.037,San Jose,18.6,9.9,0,roadwork,low,10.7
680,S,FR,466,0.064,Fremont,25.6,15.6,1,roadwork,high,37.1
101,S,FR,295,0.163,Oakland,26.6,17.7,2,none,medium,69.5
101,S,HOV,321,0.297,Fremont,29.3,9.1,4,roadwork,low,73.1
280,W,FR,412,0.256,San Francisco,12.5,19.9,5,roadwork,none,18.1
880,W,HOV,410,0.025,Fremont,17.4,14.1,2,roadwork,medium,59.3
80,E,ML,96,0.218,San Jose,18.0,19.8,4,accident,medium,39.5
280,S,HOV,445,0.178,San Francisco,22.2,19.6,5,accident,medium,20.2
101,E,FR,458,0.275,San Francisco,20.9,6.6,0,roadwork,medium,28.1
680,S,OR,352,0.258,San Francisco,25.9,4.1,0,roadwork,medium,72.3
101,E,FR,111,0.286,Oakland,23.1,4.5,5,congestion,high,59.0
880,W,FR,262,0.157,Oakland,22.7,8.5,4,roadwork,low,35.1
80,S,FR,307,0.291,San Francisco,17.3,3.6,5,roadwork,high,45.2
680,S,OR,244,0.268,Fremont,13.0,13.2,3,roadwork,medium,33.8
80,S,ML,469,0.247,San Francisco,10.5,9.0,3,congestion,high,10.9
80,S,OR,19,0.217,San Francisco,21.9,6.7,3,none,medium,33.1
680,E,HOV,236,0.257,San Jose,18.1,9.6,2,congestion,low,28.4
80,W,ML,390,0.251,Oakland,23.2,2.5,1,congestion,high,72.3
80,W,OR,122,0.207,San Francisco,26.1,4.5,4,roadwork,medium,55.6
880,N,OR,450,0.288,San Francisco,24.7,0.5,2,congestion,none,60.7
101,E,HOV,189,0.225,San Francisco,30.0,4.3,2,none,low,39.6
880,E,ML,241,0.048,San Jose,21.6,13.6,1,roadwork,low,28.8
680,W,OR,72,0.217,Fremont,26.3,19.2,2,none,none,48.2
880,S,FR,44,0.127,Fremont,26.9,13.1,1,none,high,41.6
101,S,OR,65,0.037,San Jose,13.0,10.7,0,none,none,48.3
880,E,ML,99,0.228,San Francisco,21.9,8.9,3,roadwork,none,14.8
80,S,HOV,314,0.078,San Francisco,12.1,4.5,4,accident,low,69.1
880,E,FR,269,0.244,San Jose,15.3,2.4,4,accident,none,40.9
680,N,FR,419,0.158,San Jose,13.8,16.3,3,congestion,none,23.1
101,E,FR,225,0.269,Fremont,25.9,14.6,0,none,high,34.2
880,E,OR,163,0.152,San Jose,29.0,1.0,3,roadwork,high,62.1
680,E,ML,61,0.257,Fremont,27.7,17.3,5,accident,medium,62.0
280,N,OR,151,0.057,Oakland,10.5,17.3,4,accident,medium,68.6
101,N,HOV,171,0.152,San Jose,11.1,7.2,2,roadwork,low,41.3
680,E,ML,418,0.284,San Jose,16.9,17.2,0,none,medium,73.9
680,W,ML,314,0.255,San Francisco,27.3,19.0,1,roadwork,none,67.2
101,W,FR,205,0.215,Oakland,26.6,1.6,3,roadwork,medium,20.5
280,N,OR,485,0.013,Oakland,19.9,7.5,2,none,low,19.3
680,S,HOV,448,0.248,San Jose,25.4,19.4,4,roadwork,medium,70.2
680,N,OR,18,0.229,Fremont,15.2,0.6,5,congestion,low,19.9
80,E,OR,221,0.133,San Francisco,26.4,19.3,3,accident,low,12.5
101,W,OR,494,0.186,San Francisco,10.5,5.4,4,none,medium,16.3
680,W,HOV,47,0.055,Oakland,20.7,16.1,2,accident,high,54.4
101,W,ML,289,0.129,Fremont,29.9,0.8,1,none,low,48.3
680,N,FR,246,0.179,Fremont,20.4,16.6,0,accident,high,50.2
80,W,ML,186,0.042,Oakland,21.2,2.7,3,roadwork,low,43.2
880,S,HOV,481,0.057,San Jose,17.2,10.7,1,none,low,26.0
101,N,ML,76,0.252,San Francisco,19.8,14.4,2,none,none,70.6
80,N,FR,216,0.176,Fremont,22.3,17.7,5,roadwork,medium,17.5
880,E,FR,89,0.116,Fremont,13.5,13.4,5,roadwork,high,55.0
80,N,FR,462,0.078,Fremont,27.0,11.3,2,none,none,41.6
680,N,HOV,406,0.265,Fremont,14.3,4.6,0,roadwork,medium,11.1
880,N,ML,269,0.194,Oakland,11.9,11.0,0,accident,high,65.6
880,S,OR,279,0.273,San Jose,12.3,6.5,4,none,high,22.8
680,E,HOV,139,0.185,San Jose,22.4,0.6,0,accident,low,71.0
280,N,OR,48,0.216,Fremont,17.7,17.6,5,roadwork,none,64.1
101,W,OR,179,0.292,San Jose,21.6,10.5,1,roadwork,medium,61.3
680,S,FR,258,0.154,San Francisco,17.9,12.0,0,congestion,none,45.4
880,W,OR,263,0.244,San Francisco,21.9,9.1,2,none,high,34.5
680,N,HOV,416,0.257,Fremont,26.8,8.7,3,roadwork,high,44.6
680,W,ML,95,0.16,San Francisco,27.8,8.2,5,accident,low,64.0
80,S,ML,493,0.27,Fremont,14.9,12.4,2,none,low,34.7
101,W,OR,225,0.236,Fremont,12.3,6.5,4,none,low,40.9
280,W,ML,217,0.229,Oakland,15.9,4.7,3,accident,none,68.0
880,E,HOV,358,0.07,San Jose,28.3,13.2,3,congestion,medium,40.3
680,W,FR,87,0.087,San Jose,23.9,2.5,5,accident,high,52.1
80,W,OR,148,0.08,San Francisco,15.8,8.7,1,accident,low,35.9
80,N,ML,485,0.132,Fremont,15.5,7.3,1,accident,medium,44.7
101,N,FR,194,0.059,San Francisco,20.6,5.9,4,congestion,low,34.8
280,W,ML,383,0.149,Oakland,18.8,6.3,2,roadwork,low,55.8
80,S,FR,47,0.236,San Francisco,10.6,11.3,1,congestion,medium,45.5
80,S,FR,308,0.221,San Francisco,20.7,14.7,0,none,low,34.7
80,W,OR,209,0.182,Fremont,21.2,8.2,1,congestion,low,54.4
80,S,HOV,347,0.157,Fremont,13.2,10.0,0,roadwork,high,24.3
101,N,OR,421,0.046,San Jose,12.7,19.4,4,congestion,high,32.5
880,E,OR,360,0.248,Fremont,19.7,8.4,1,none,high,72.8
101,N,ML,218,0.187,San Francisco,25.5,1.7,3,accident,high,68.6
80,N,FR,74,0.073,Fremont,21.0,19.9,3,roadwork,none,62.5
280,N,HOV,13,0.033,San Jose,13.7,14.5,0,accident,none,65.4
80,E,FR,19,0.083,Oakland,23.1,0.8,0,congestion,high,51.7
80,W,OR,65,0.182,San Francisco,10.3,14.0,4,accident,low,56.5
680,E,HOV,59,0.256,Fremont,14.7,6.2,4,roadwork,none,26.1
680,E,HOV,182,0.065,Oakland,11.2,3.9,2,congestion,none,67.5
680,W,HOV,415,0.283,San Jose,17.5,14.7,3,accident,high,51.8
880,S,FR,324,0.164,Fremont,24.6,4.9,4,none,medium,48.9
280,E,HOV,285,0.223,Oakland,17.4,6.5,4,accident,low,56.0
680,S,FR,176,0.069,Oakland,28.7,19.7,4,roadwork,none,11.7
880,N,FR,483,0.218,Oakland,21.1,15.4,0,accident,high,47.5
280,E,ML,434,0.201,Fremont,20.7,5.9,4,none,none,31.9
80,E,ML,488,0.252,San Francisco,18.4,19.0,2,roadwork,medium,24.0
80,S,ML,427,0.079,San Francisco,16.8,7.0,0,accident,high,25.9
280,E,FR,160,0.14,Oakland,22.9,16.0,3,roadwork,medium,51.9
80,N,OR,395,0.231,Oakland,15.5,11.1,4,congestion,low,72.4
101,W,FR,135,0.124,San Jose,23.0,18.3,2,roadwork,none,15.2
680,E,ML,256,0.199,Oakland,12.3,18.4,5,none,low,42.6
880,N,OR,251,0.232,San Jose,15.1,8.5,5,accident,low,49.8
80,W,FR,42,0.177,San Jose,24.1,2.8,2,accident,high,22.5
101,N,OR,423,0.013,Fremont,14.2,3.6,0,accident,none,33.2
280,S,FR,205,0.241,Fremont,22.7,7.1,2,accident,medium,24.8
680,E,OR,487,0.026,San Francisco,10.4,15.4,1,accident,high,20.7
280,N,OR,480,0.115,Oakland,11.4,11.3,2,congestion,none,43.6
80,N,ML,161,0.185,Fremont,25.0,17.1,5,congestion,high,13.5
101,W,OR,117,0.263,Fremont,11.4,15.3,5,accident,low,65.1
280,N,ML,465,0.106,San Francisco,13.9,18.9,4,roadwork,low,34.5
680,W,FR,355,0.033,Fremont,27.1,17.7,1,congestion,medium,30.0
280,W,FR,331,0.036,San Francisco,13.1,2.1,2,roadwork,high,68.3
101,S,HOV,104,0.063,San Francisco,25.0,13.8,2,roadwork,medium,48.3
80,E,HOV,378,0.143,Fremont,18.6,16.8,3,congestion,high,68.1
880,S,ML,192,0.223,San Francisco,11.0,15.3,3,congestion,high,11.2
80,S,ML,305,0.29,Fremont,27.3,14.4,0,accident,low,54.9
280,W,OR,187,0.136,San Francisco,16.9,1.3,5,accident,none,36.2
680,E,FR,406,0.127,San Francisco,28.2,3.6,4,congestion,medium,67.8
280,E,HOV,20,0.278,Oakland,21.9,19.3,0,congestion,medium,19.5
880,E,OR,318,0.12,San Jose,19.6,10.2,2,congestion,none,32.8
880,E,HOV,449,0.215,Oakland,10.1,12.8,2,roadwork,low,49.2
880,S,ML,146,0.044,Fremont,21.9,10.8,2,congestion,low,62.1
880,E,HOV,302,0.241,Oakland,10.3,9.4,5,congestion,medium,26.1
101,W,ML,256,0.178,Oakland,27.8,8.6,5,congestion,medium,10.5
80,S,OR,76,0.151,Fremont,15.3,17.1,3,none,none,74.1
101,E,HOV,100,0.23,Oakland,28.9,17.0,3,accident,low,29.1
101,S,FR,184,0.276,Oakland,17.2,8.7,3,congestion,none,19.7
80,E,HOV,26,0.059,Oakland,21.7,0.7,4,roadwork,medium,16.8
280,W,FR,325,0.16,San Jose,15.5,11.5,5,congestion,none,60.3
880,W,ML,175,0.141,Oakland,25.4,2.3,4,accident,none,12.6
880,N,ML,35,0.231,Oakland,26.7,8.2,4,roadwork,high,14.5
101,S,OR,209,0.13,San Francisco,25.9,11.3,2,roadwork,high,43.2
280,S,OR,221,0.288,San Francisco,19.5,5.8,4,accident,high,48.4
80,W,HOV,114,0.12,San Jose,27.3,8.7,1,congestion,low,56.3
101,S,OR,119,0.032,San Jose,11.8,12.1,0,roadwork,low,12.4
280,S,ML,39,0.297,San Francisco,16.2,0.7,2,none,medium,33.1
80,S,FR,365,0.012,Oakland,20.5,11.3,3,accident,medium,19.7
280,N,FR,347,0.158,San Francisco,24.3,4.2,4,accident,low,56.5
80,E,HOV,366,0.072,Oakland,14.4,12.6,3,accident,low,63.7
80,E,ML,322,0.283,Fremont,29.4,7.6,2,congestion,low,47.6
880,S,ML,128,0.043,San Jose,22.9,12.6,5,congestion,medium,67.7
101,S,OR,326,0.025,San Jose,20.2,6.0,4,none,none,68.9
101,E,FR,446,0.077,San Francisco,10.8,7.3,0,roadwork,low,32.5
101,W,ML,65,0.115,Oakland,17.0,17.2,1,none,medium,21.1
101,W,OR,317,0.012,San Francisco,21.9,1.7,2,accident,none,39.1
80,N,ML,138,0.061,Oakland,22.3,18.9,4,accident,high,15.7
280,S,OR,397,0.021,San Francisco,18.4,19.7,3,accident,low,53.8
280,W,ML,383,0.182,San Jose,27.9,8.4,5,none,none,53.9
880,E,HOV,135,0.192,Oakland,27.9,11.2,1,accident,high,30.2
880,W,OR,308,0.097,Oakland,29.6,17.6,5,roadwork,low,56.3
101,W,HOV,58,0.119,San Francisco,13.4,2.9,5,accident,high,37.6
680,W,ML,48,0.261,Fremont,27.7,6.9,0,congestion,medium,39.2
101,W,ML,184,0.251,San Francisco,22.8,3.4,5,roadwork,low,37.7
80,S,FR,101,0.112,San Francisco,15.7,6.3,0,none,low,28.4
80,E,HOV,236,0.192,Fremont,27.4,17.2,1,congestion,low,14.6
880,W,ML,241,0.013,San Jose,21.7,17.1,0,accident,low,40.9
280,E,HOV,45,0.024,San Jose,25.7,11.4,1,accident,low,71.0
101,N,ML,124,0.107,San Francisco,14.6,13.3,2,roadwork,medium,22.0
880,E,HOV,76,0.024,San Francisco,12.6,8.6,4,none,high,60.5
280,W,OR,298,0.212,Fremont,10.9,16.6,1,accident,high,60.1
80,S,OR,247,0.236,Oakland,13.1,4.7,5,roadwork,medium,34.2
280,E,HOV,319,0.246,Fremont,11.7,4.9,3,accident,low,15.4
680,E,FR,306,0.073,Oakland,10.7,11.9,0,accident,medium,14.8
80,S,ML,386,0.165,San Francisco,14.4,2.8,4,congestion,low,45.6
101,E,ML,81,0.198,Fremont,27.2,16.8,4,roadwork,low,56.9
80,N,HOV,17,0.099,Fremont,24.6,8.2,2,accident,none,47.3
101,N,FR,419,0.253,San Francisco,17.1,19.3,2,accident,low,66.3
101,N,FR,256,0.26,Oakland,17.3,19.5,5,none,none,69.6
680,N,OR,108,0.114,Fremont,27.0,6.3,5,congestion,high,50.9
280,W,FR,316,0.22,Fremont,17.8,4.6,0,none,none,36.2
80,S,FR,449,0.137,Oakland,14.0,16.5,0,none,low,38.6
101,N,ML,371,0.032,San Jose,28.4,4.4,5,accident,none,64.9
680,N,OR,234,0.097,Fremont,23.4,4.1,2,congestion,high,68.2
80,N,ML,296,0.186,San Jose,17.5,7.2,5,congestion,high,62.2
101,E,FR,426,0.113,San Francisco,12.1,14.5,1,none,low,41.3
680,N,OR,457,0.207,Fremont,27.6,4.5,5,congestion,medium,31.8
880,N,ML,245,0.166,San Francisco,15.2,2.6,4,accident,none,28.6
101,W,HOV,146,0.28,Fremont,20.2,12.7,0,accident,high,74.9
880,E,FR,348,0.021,San Jose,27.9,2.7,0,none,low,12.3
101,W,HOV,125,0.189,Oakland,27.0,1.1,1,accident,low,70.0
101,S,ML,267,0.298,Oakland,23.6,20.0,3,roadwork,none,43.7
80,W,FR,210,0.089,San Jose,25.3,5.9,3,congestion,none,54.7
80,N,ML,131,0.14,Oakland,27.6,8.0,4,roadwork,high,65.9
280,N,ML,324,0.272,Oakland,16.4,15.3,5,roadwork,medium,13.4
101,S,ML,71,0.198,San Jose,14.5,13.3,0,roadwork,none,10.6
280,W,HOV,461,0.212,San Francisco,29.0,2.1,0,roadwork,high,53.1
101,S,ML,89,0.045,San Francisco,11.7,1.5,5,accident,none,65.8
880,S,FR,83,0.248,San Jose,22.5,3.6,4,congestion,low,38.6
80,N,ML,54,0.084,San Francisco,13.3,8.1,5,accident,none,43.7
101,S,HOV,47,0.1,San Francisco,17.9,10.4,4,none,low,15.1
101,E,ML,352,0.094,San Jose,28.1,6.1,4,none,low,10.7
101,W,FR,213,0.145,San Jose,10.8,13.2,5,roadwork,high,27.4
80,N,FR,221,0.164,Fremont,29.0,2.4,4,roadwork,none,27.0
880,E,HOV,202,0.292,San Francisco,12.8,9.7,2,none,low,41.2
80,W,OR,396,0.1,San Francisco,12.8,9.2,5,roadwork,low,44.7
101,S,HOV,451,0.092,San Francisco,25.1,14.2,3,none,none,58.9
80,N,FR,179,0.174,Fremont,22.7,8.0,4,accident,medium,38.3
80,N,OR,349,0.293,San Jose,12.7,13.6,4,roadwork,low,70.4
280,N,ML,356,0.159,Oakland,13.3,18.6,2,accident,none,10.8
80,W,OR,171,0.086,Oakland,29.8,5.7,2,none,none,61.3
880,N,ML,326,0.261,San Jose,14.9,10.5,2,accident,high,38.9
280,E,ML,174,0.015,San Jose,11.6,13.9,4,congestion,medium,49.4
80,N,ML,419,0.236,San Francisco,23.1,12.3,0,accident,none,53.6
80,S,ML,376,0.153,Fremont,24.5,19.3,3,accident,none,55.0
880,W,OR,357,0.139,San Francisco,11.0,19.8,2,congestion,low,46.0
101,S,OR,175,0.179,San Jose,19.0,15.6,5,none,high,23.5
680,E,ML,433,0.233,San Jose,13.4,12.3,3,none,low,42.6
80,E,FR,390,0.067,Fremont,20.8,12.9,3,none,low,58.4
280,S,OR,251,0.208,San Francisco,13.7,6.7,4,roadwork,medium,65.3
280,S,FR,439,0.021,Oakland,24.0,15.4,0,none,high,69.3
280,E,FR,428,0.183,San Francisco,27.4,5.0,3,accident,none,22.3
101,S,ML,224,0.087,Oakland,27.7,13.4,3,none,high,23.0
680,E,OR,447,0.059,Oakland,16.3,10.4,3,accident,high,70.7
101,N,ML,352,0.14,Fremont,11.0,14.0,0,accident,none,13.5
80,W,HOV,305,0.162,Oakland,28.0,6.5,1,roadwork,low,71.4
680,N,HOV,460,0.024,Oakland,16.0,8.7,2,none,high,19.3
101,E,OR,31,0.198,San Francisco,17.7,8.9,3,roadwork,low,64.2
880,E,OR,350,0.176,San Francisco,29.7,12.1,3,accident,none,49.6
680,N,FR,256,0.07,San Jose,12.8,13.5,4,none,low,22.8
80,N,OR,165,0.257,San Jose,15.6,13.4,1,roadwork,medium,48.1
80,S,HOV,468,0.264,Fremont,12.7,3.0,5,none,medium,18.8
280,W,OR,353,0.203,San Jose,27.4,15.5,1,none,none,60.0
80,S,FR,280,0.22,Oakland,11.8,11.3,0,none,none,36.7
880,N,ML,299,0.025,San Francisco,28.4,14.8,4,roadwork,medium,59.1
80,N,ML,48,0.022,San Francisco,11.4,4.7,1,accident,low,40.6
80,S,FR,449,0.045,San Francisco,13.1,19.5,1,none,low,67.0
680,S,HOV,66,0.202,Fremont,18.0,2.8,1,roadwork,low,51.5
80,S,OR,321,0.014,Oakland,18.6,6.1,3,roadwork,medium,26.2
80,N,FR,272,0.251,Oakland,18.5,12.2,2,none,high,37.6
880,E,OR,377,0.252,Fremont,15.5,9.8,1,roadwork,low,59.0
101,S,OR,382,0.012,San Jose,14.0,8.1,2,roadwork,low,33.3
880,N,HOV,428,0.258,Oakland,16.3,8.1,3,congestion,none,34.7
